site,data_coleta,titulo,endereco,valores,atributos,descricao
Apolar,2024-02-09,"
                Apartamento Residencial para Locação no Santa Cândida em Curitiba, 68 m²
              ","
                Estrada De Santa Cândida, 242, Santa Cândida - Curitiba
                ","Aluguel R$ 1.400,00 Condomínio R$ 693,42 Seguro Incêndio R$ 29,77Total R$ 2.123,19","68 m², 1 banheiro, 1 vaga, 2 quartos, pet","
                          Apartamento com
                          2 quartos
                          no Bairro Santa Cândida
                      Imóvel com gestão exclusiva ApolarO bairro Santa Cândida em Curitiba oferece uma experiência residencial diversificada, combinando áreas residenciais, comércios locais e espaços verdes. Características: Ótimo imóvel em excelentes condições, no Bairro Santa Cândida, contendo:Sala e copa com piso laminado, painel e Rack para TV,  muita iluminação natural;Cozinha com pia em mármore, armários planejados e pio em cerâmica;Dois dormitórios, todos com piso laminado, um deles com armários planejados, o outro com mesa de cabeceira e cômoda;Closet;Área de serviço com piso em cerâmica e tanque;Banheiro com piso em cerâmica, box de vidro, espelho, armário, louça e chuveiro;Garden;Garagem;Vantagens:Ótima localização. A região é bem servida de  mercados, farmácias, bancos, colégios e outros comércios. Mobilidade urbana diferenciada, com ônibus parando próximo. Imóvel ensolarado e ventilado. Proximidades: Terminal Santa Cândida, Supermercado Condor Santa Cândida. Informações Adicionais:Área total: 68,89m²Área privativa: 58,75m²**OBS: VALOR DE IPTU 2024 AINDA NÃO DISPONÍVEL, SERÁ LANÇADO ASSIM QUE FOR DISPONIBILIZADO** CRECI: J-04232"
Apolar,2024-02-09,"
                Apartamento Residencial para Locação no Campo Comprido em Curitiba, 62 m²
              ","
                Rua João Alencar Guimarães, 1740, Campo Comprido - Curitiba
                ","Aluguel R$ 1.400,00 Condomínio R$ 400,00 Seguro Incêndio R$ 28,60Total R$ 1.828,60","62 m², 1 vaga, 3 quartos","
                          Apartamento com
                          3 quartos
                          no Bairro Campo Comprido
                      Imóvel com gestão exclusiva ApolarApartamento contendo:- Sala em L com piso paviflex e sanca em gesso- Cozinha com piso e revestimento ceramico- Area de serviço com piso e revestimento ceramico- BWC com piso e revestimento ceramico- 03 Dormitorios com piso paviflex- Interfone, portaria 24 horas, playground, salao de festas e quadra esportiva. CRECI: J-00158"
Apolar,2024-02-09,"
                Apartamento Residencial para Locação no Cristo Rei em Curitiba, 77 m²
              ","
                Rua Roberto Cichon, 182, Cristo Rei - Curitiba
                ","Aluguel R$ 1.400,00 Condomínio R$ 389,00 Seguro Incêndio R$ 32,11Total R$ 1.821,11","77 m², 1 vaga, 3 quartos","
                          Apartamento com
                          3 quartos
                          no Bairro Cristo Rei
                      Imóvel com gestão exclusiva ApolarAPARTAMENTO NO BAIRRO CRISTO REI EM CURITIBA, CONTENDO:- 03 DORMITÓRIOS.- SALA COM SOFA- COPA COM MESA TAMPO DE VIDRO E CADEIRAS.- BANHEIRO COM BOX ACRÍLICO.- COZINHA COM GELADEIRA - ÁREA DE SERVIÇO COM TANQUE.- 01 VAGA ROTATIVA.  CRECI: J-04136"
Apolar,2024-02-09,"
                Apartamento Residencial para Locação no Portão em Curitiba, 60 m²
              ","
                Rua  Bororós, 1416, Portão - Curitiba
                ","Aluguel R$ 1.400,00 Condomínio R$ 300,00 Seguro Incêndio R$ 27,43Total R$ 1.727,43","60 m², 1 banheiro, 1 vaga, 2 quartos, pet","
                          Apartamento com
                          2 quartos
                          no Bairro Portão
                      Imóvel com gestão exclusiva ApolarCaracterísticas:Apartamento em ótima localização no bairro Vila Izabel! Sala ampla e iluminada com piso porcelanato Cozinha ampla com armários embutidos e pia em granitoÁrea de serviço arejada e com armário ;2 quartos:1º Armário e treliche ;2 º armário e camaBanheiro com box blindex e pia em granitoProximidades: Call Farma e Rua Zacarias de Paula Neves Informações Adicionais:andar: 1°Aquecimento: elétricoÁrea total: 60 m²Área Privativa:46 m²Elevador: nãoGaragem: sim CRECI: J-04232"
Apolar,2024-02-09,"
                Apartamento Residencial para Locação no Portão em Curitiba, 42 m²
              ","
                Rua Arion Niepce Da Silva, 298, Portão - Curitiba
                ","Aluguel R$ 1.400,00 Condomínio R$ 320,00 Seguro Incêndio R$ 26,26Total R$ 1.746,26","42 m², 1 banheiro, 1 vaga, 1 quarto","
                          Apartamento com
                          1 quarto
                          no Bairro Portão
                      Imóvel com gestão exclusiva ApolarCaracterísticas:Excelente apartamento mobiliado com localização privilegiada, próximo de vários comércios, supermercado, academias, shopping, restaurantes, variadas lojas, contendo:Sala de estar com sofá, rack, lustres, painel com mesa embutida, banquetas.Cozinha com armários, bancada em granito, fogão cooktop, geladeira.Lavanderia com máquina de lava e seca, armário multiuso, Suíte com armários, cama de casal, cômoda.Vantagens:Apartamento em excelente localização, próximo ao Shopping, farmácias, várias linhas de ônibus. Ótima mobilidade urbana e fácil acesso para os bairros.Proximidades: Cartório do Portão, Mc Donald.Informações Adicionais:Andar: 9Aquecimento: gásÁrea total: 45m²²Elevador: simEdifício: VernazzaGaragem: sim CRECI: J-04232"
Apolar,2024-02-09,"
                Apartamento Residencial para Locação no Centro em Curitiba, 56 m²
              ","
                Rua Doutor Faivre, 1192, Centro - Curitiba
                ","Aluguel R$ 1.400,00 Condomínio R$ 457,71 Seguro Incêndio R$ 27,43Total R$ 1.885,14","56 m², 1 banheiro, 1 quarto, pet","
                          Apartamento com
                          1 quarto
                          no Bairro Centro
                      Imóvel com gestão exclusiva ApolarCaracterísticas: Localizado na Rua Dr. Faivre 1192, este apartamento é perfeito para quem trabalha ou estuda na região central, próximo a faculdades e diversos comércios. Ao entrar no apartamento, você será recebido por uma sala ampla para dois ambientes. A sala para dois ambientes está equipada com um painel e um sofá confortável e uma mesa com um conjunto de cadeiras. As janelas amplas garantem uma ótima ventilação e iluminação natural. A cozinha é planejada com armários, pia e uma bancada com tampo de granito, fogão, geladeira e exaustor, oferecendo um espaço funcional e elegante para preparar suas refeições. Ao lado da cozinha, você encontrará uma área de serviço separada com tanque, armários e máquina de lavar roupas. O dormitório é aconchegante e bem planejado, com armários para guardar seus pertences, uma cama de casal para descansar após um longo dia e uma mesa de estudos, ideal para quem precisa trabalhar ou estudar em casa. O banheiro é equipado com box de vidro e armários, proporcionando um espaço prático e organizado. Este imóvel é uma excelente opção para quem busca conforto e praticidade em uma localização privilegiada. Agende sua visita hoje mesmo!Vantagens:Excelente localização com toda infraestrutura de transportes, serviços, e área comercialÁrea comumportaria remota, área externaProximidadesMercado Municipal de Curitiba, Balaroti Visconde Informações adicionais:Área privativa: 46,60m² Área total: 56,84m² Elevador: simEdifício: Doutor Faivre andar: 3ºGaragem: não   CRECI: J-04232"
Apolar,2024-02-09,"
                Apartamento Residencial para Locação no Santa Cândida em Curitiba, 64 m²
              ","
                Estrada Guilherme Weigert, 2245, Santa Cândida - Curitiba
                ","Aluguel R$ 1.400,00 Condomínio R$ 483,67 Seguro Incêndio R$ 28,60Total R$ 1.912,27","64 m², 1 banheiro, 1 vaga, 3 quartos, pet","
                          Apartamento com
                          3 quartos
                          no Bairro Santa Cândida
                      Imóvel com gestão exclusiva ApolarMorar no bairro Santa Cândida, em Curitiba, oferece uma experiência residencial marcada por uma atmosfera tranquila, infraestrutura completa e uma comunidade acolhedora. O bairro oferece uma qualidade de vida equilibrada, onde os moradores podem desfrutar da tranquilidade do ambiente residencial, mas ainda têm acesso fácil a serviços e atividades urbanas.Características:Ótimo apartamento com excelente iluminação natural , ensolarada no bairro Santa Cândida.Os destaques deste imóvel são: Sala ampla e iluminada; Cozinha toda equipada com armários planejados, pia, depurador de ar, oferecendo praticidade e organização;Três dormitórios;Banheiro com espelho, louca e box de vidro, atendendo às necessidades dos moradores e visitantes;Área de serviço conjugada com a  cozinha, com tanque, armário planejado, garantindo praticidade nas tarefas do dia a dia.Uma vaga de garagem, oferecendo segurança e comodidade para estacionar o veículo. Vantagens:Ótima localização. A região é bem servida de  mercados, farmácias, colégios e outros comércios. Mobilidade urbana diferenciada, com ônibus parando próximo a apartamento, ensolarado e ventilado.Área Comum: Portaria 24hs, mercado de conveniência, 2 salões de festas com estacionamento para visitantes, quiosques com churrasqueira, bosque, playground, quadra poliesportiva.Proximidades: Frutaria da família, Parque Barreirinha.Informações Adicionais:Área privativa: 52,86m²Área total: 64.86m²Elevador: nãoEdifício: Nascente do Bosqueandar: TérreoGaragem: sim**OBS: VALOR DE IPTU DE 2024 AINDA NÃO DISPONÍVEL, SERÁ LANÇADO ASSIM QUE DISPONIBILIZAR** CRECI: J-04232"
Apolar,2024-02-09,"
                Apartamento Residencial para Locação no Cidade Industrial em Curitiba, 43 m²
              ","
                Rua Salvador José Correia Coelho, 340, Cidade Industrial - Curitiba
                ","Aluguel R$ 1.400,00 Seguro Incêndio R$ 26,26Total R$ 1.426,26","43 m², 1 vaga, 2 quartos","
                          Apartamento com
                          2 quartos
                          no Bairro Cidade Industrial
                      Imóvel com gestão exclusiva ApolarExcelente apartamento mobiliado contendo;- 2 Dormitórios com guarda roupas, sendo 1 dormitório com cama de casal e cómoda - Sala com sofá e rack- Cozinha com armários planejados- Banheiro com  Chuveiro e box e torneira- 1 Vaga de garagem coberta  CRECI: J-03627"
Apolar,2024-02-09,"
                Apartamento Residencial para Locação no Portão em Curitiba, 88 m²
              ","
                Rua Itajubá, 644, Portão - Curitiba
                ","Aluguel R$ 1.400,00 Condomínio R$ 630,00 Seguro Incêndio R$ 34,45Total R$ 2.064,45","88 m², 1 banheiro, 1 vaga, 3 quartos","
                          Apartamento com
                          3 quartos
                          no Bairro Portão
                      Imóvel com gestão exclusiva ApolarExcelente apartamento  com excelente localização contendo:- Sala com 2 ambientes com piso  cerâmico;- Cozinha com armários e pia inox;- Área de serviço  com tanque;- Banheiro social com box acrílico;- 1 vaga de garagem coberta- 3 dormitórios com piso cerâmico sendo -2 quartos com armários,;- Salão  de festas- Portaria 24 horas. CRECI: J-04232"
Apolar,2024-02-09,"
                Apartamento Residencial para Locação no Água Verde em Curitiba, 86 m²
              ","
                Rua Guilherme Pugsley, 1337, Água Verde - Curitiba
                ","Aluguel R$ 1.400,00 Condomínio R$ 420,00 Seguro Incêndio R$ 34,45Total R$ 1.854,45","86 m², 1 vaga, 2 quartos","
                          Apartamento com
                          2 quartos
                          no Bairro Água Verde
                      Imóvel com gestão exclusiva ApolarCaracterísticas:Sala ampla;Sacada;Área de Serviço com tanque;Cozinha com armários;Dormitório I com armários planejados;Dormitório II;Bwc Social;Vantagens:Ótima localizaçãoProximidades:Hospital e Maternidade Santa Brigida Informações Adicionais:Aquecimento: ElétricoÁrea total: 86 m²Área privativa: 57 m²Entre Ruas:  Av Rep Argentina e R Dom Pedro I Garagem: Sim CRECI: J-00158"
Apolar,2024-02-09,"
                Apartamento Residencial para Locação no Santa Cândida em Curitiba, 50 m²
              ","
                Rua Walace Landal, 40, Santa Cândida - Curitiba
                ","Aluguel R$ 1.400,00 Condomínio R$ 360,00 Seguro Incêndio R$ 26,26Total R$ 1.786,26","50 m², 1 vaga, 2 quartos","
                          Apartamento com
                          2 quartos
                          no Bairro Santa Cândida
                      Imóvel com gestão exclusiva ApolarApartamento  novo   contendo:-Sala com piso  porcelanato, cabo para antena;-Cozinha com pia e área de serviço, com pia-02 dormitórios com vista para portaria com ponto  de telefone e antena-Bwc com box blindex-Sanca em gesso-Janelas em esquadrias em alumínio-Interfone-O  Condomínio Oferece:-Salão  de festas, play ground-Portaria 24 horas CRECI: J-00158"
Apolar,2024-02-09,"
                Apartamento Residencial para Locação no Bairro Alto em Curitiba, 92 m²
              ","
                Rodovia BR 116, 2785, Bairro Alto - Curitiba
                ","Aluguel R$ 1.400,00 Condomínio R$ 447,93 Seguro Incêndio R$ 35,63Total R$ 1.883,56","92 m², 1 banheiro, 2 vagas, 2 quartos","
                          Apartamento com
                          2 quartos
                          no Bairro Bairro Alto
                      Imóvel com gestão exclusiva ApolarLINDO APARTAMENTO COM 2 DORMITÓRIOS EM REGIÃO PRIVILEGIADA DO BAIRRO ALTO, PRÓXIMO AO HOSPITALVITA E NA LINHA VERDE.COM VISTA PANORÂMICA PARA A SERRA DO MAR*02 DORMITÓRIOS* 01 SALA*01 COZINHA AMERICANA COM ARMÁRIOS* 01 BANHEIRO SOCIAL COM BOX* 01 SACADA COM CHURRASQUEIRA* 02 VAGAS DE GARAGEM COBERTAS NO TÉRREOCONDOMÍNIO OFERECE:*QUADRA DE ESPORTES*SALÃO DE FESTAS* CHURRASQUEIRA*PLAYGROUND* PORTARIA* AMPLA ÁREA DE LAZER CRECI: J-04136"
